mirna	target_gene	n_records	pmids	support_types	experiments	target_in_universe	target_in_disease_set	target_logFC	target_pvalue	target_fdr
hsa-miR-224-3p	SMAD4	1	33172486.0	Functional MTI	Luciferase reporter assay//Western blotting//Northern blotting//Immunoprecipitaion (IP)//Immunohistochemistry (IHC)//qRT-PCR//In situ hybridization	True	False	-0.4126139964788041	0.015549031581587	0.1365088657170953
hsa-miR-28-5p	MPL	3	20445018.0	Functional MTI // Non-Functional MTI	Luciferase reporter assay//qRT-PCR//Western blot	True	False	-0.0611170011743348	0.5065928735491385	0.9418914786109386
hsa-miR-28-5p	RAP1B	3	24843176.0 // 27729617.0	Functional MTI // Non-Functional MTI	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot // Luciferase reporter assay//QRTPCR//Western blot	True	False	-0.3512854414914062	0.0023152738712836	0.0569313088493084
hsa-miR-28-5p	IGF1	2	26160280.0	Functional MTI // Non-Functional MTI	Luciferase reporter assay//qRT-PCR//Western blot	True	False	-0.0076024153855234	0.924291807942007	1.0
hsa-miR-28-5p	BAG1	1	24843176.0	Functional MTI	Luciferase reporter assay//QRTPCR//Western blot	True	True	0.2512325794340418	0.0011342548595101	0.0450675339919392
hsa-miR-28-5p	CDKN1A	1	20190813.0	Functional MTI	qRT-PCR//Luciferase reporter assay//Western blot	True	False	0.3326831372664234	0.0638651674157048	0.3205648254910556
hsa-miR-28-5p	E2F6	1	20445018.0	Functional MTI	Luciferase reporter assay	True	False	-0.2868201252136917	0.0094484547505936	0.1036922022156576
hsa-miR-28-5p	FOXO1	1	31934134.0	Functional MTI	Luciferase reporter assay//Western blotting//qRT-PCR	True	False	-0.4576865357700214	0.0358924827278508	0.2259251813664021
hsa-miR-28-5p	LINC00265	1	33624782.0	Functional MTI	Immunohistochemistry (IHC)//Luciferase reporter assay//qRT-PCR//Western blotting	True	False	-0.4749267804968253	0.0045111668033166	0.0737971248152373
hsa-miR-28-5p	MAD2L1	1	24843176.0	Functional MTI	Luciferase reporter assay//QRTPCR//Western blot	True	False	-0.197888654380546	0.0715819381698272	0.3440491305684644
hsa-miR-28-5p	MAPK1	1	20445018.0	Functional MTI	Luciferase reporter assay	True	False	-0.4818114355208384	0.0201686381167341	0.1580757962910612
hsa-miR-28-5p	N4BP1	1	20445018.0	Functional MTI	Luciferase reporter assay	True	False	-0.4765303401087345	0.0037974541489645	0.0689487279338458
hsa-miR-28-5p	OTUB1	1	20445018.0	Functional MTI	Luciferase reporter assay	True	True	-0.2297076003648059	0.0007818885201350597	0.0409762819513844
hsa-miR-28-5p	PCNA	1	33624782.0	Functional MTI	Immunohistochemistry (IHC)//Luciferase reporter assay//qRT-PCR//Western blotting	True	False	-0.0371254450871913	0.5646681939450484	1.0
hsa-miR-28-5p	SREBF2	1	32028704.0	Functional MTI	Luciferase reporter assay//Western blotting//qRT-PCR	True	False	-0.6430512833212365	0.0166591856334447	0.1417100888156186
hsa-miR-28-5p	STK4	1	37081781.0	Functional MTI	Luciferase reporter assay	True	False	-0.5604958842697042	0.0046257343181001	0.0747620650498615
hsa-miR-28-5p	TEX261	1	20445018.0	Functional MTI	Luciferase reporter assay	True	True	-0.7424313490335867	2.0245471156234623e-05	0.0132625066261554
hsa-miR-28-5p	YWHAZ	1	35027933.0	Functional MTI	Luciferase reporter assay//Western blotting//qRT-PCR	True	False	-0.3693119980227331	0.007066309215382	0.09068970172255
hsa-miR-31-5p	SATB2	15	20980827.0 // 24386467.0 // 24565840.0 // 27593563.0 // 34074322.0	Functional MTI // Non-Functional MTI	In situ hybridization//Luciferase reporter assay//Western blot // Luciferase reporter assay // Luciferase reporter assay//Western blotting//RNA-seq//qRT-PCR // Luciferase reporter assay//qRT-PCR//Western blot	True	False	-0.214391352330539	0.0118472392651848	0.1169867382090366
hsa-miR-31-5p	ITGA5	10	19524507.0 // 26729197.0 // 27050274.0	Functional MTI // Non-Functional MTI	Luciferase reporter assay // Luciferase reporter assay//qRT-PCR//Western blot	True	False	-0.5397914573167085	0.0028578855349418	0.061607652248335
hsa-miR-31-5p	RHOA	7	19524507.0 // 22736314.0 // 22854067.0 // 27904131.0	Functional MTI // Non-Functional MTI	Immunohistochemistry//In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot // Luciferase reporter assay//qRT-PCR//Western blot // qRT-PCR//Western blot	True	False	-0.0058462921053014	0.9340255873482162	1.0
hsa-miR-31-5p	RASA1	6	23322774.0 // 26657862.0 // 26747707.0	Functional MTI // Non-Functional MTI	Luciferase reporter assay//qRT-PCR//Western blot	True	False	-0.3846397338458026	0.0119463862224176	0.1175213667595665
hsa-miR-31-5p	DACT3	5	21048943.0	Functional MTI // Non-Functional MTI	Immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	True	False	0.0763957538800029	0.223382830819901	0.6498196902842583
hsa-miR-31-5p	DKK1	5	21048943.0	Functional MTI // Non-Functional MTI	Immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	True	False	0.0105838776787892	0.8101586325069521	1.0
hsa-miR-31-5p	STK40	5	23233723.0 // 34170070.0	Functional MTI // Non-Functional MTI	Luciferase reporter assay // Luciferase reporter assay//Western blotting//qRT-PCR	True	False	-0.3135107584100271	0.0154066057484328	0.1358632727658646
hsa-miR-31-5p	ARID1A	4	24793973.0	Functional MTI // Non-Functional MTI	Flow//Luciferase reporter assay//qRT-PCR//Western blot	True	False	-0.4753362395968249	0.0075885128774338	0.0938889784943987
hsa-miR-31-5p	E2F2	4	27174918.0	Functional MTI // Non-Functional MTI	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot // Luciferase reporter assay//qRT-PCR//Western blot	True	False	-0.2731670996964409	0.0230541482834977	0.1721610371991735
hsa-miR-31-5p	HIF1AN	4	22532441.0	Functional MTI	Northern blot//qRT-PCR//Western blot	True	False	-0.8705742792685643	0.0023226384486436	0.0569587536402139
hsa-miR-31-5p	MET	3	22948084.0 // 23552883.0 // 23553486.0	Functional MTI	Immunoblot//Immunohistochemistry//Luciferase reporter assay//qRT-PCR // Luciferase reporter assay	True	False	-0.0550575126162994	0.374146582229811	0.8589101738312198
hsa-miR-31-5p	RDX	3	19524507.0 // 22089331.0	Functional MTI // Non-Functional MTI	Luciferase reporter assay//qRT-PCR//Western blot // Western blot	True	False	-0.2745437005706235	0.0969177821119536	0.4175472739725657
hsa-miR-31-5p	WASF3	3	21105030.0	Functional MTI (Weak)	GFP reporter assay//Immunoblot//qRT-PCR	True	False	-0.1778374945486101	0.0452984610764609	0.2609832182041834
hsa-miR-31-5p	ABCB9	2	24099915.0	Functional MTI // Non-Functional MTI	Luciferase reporter assay//qRT-PCR//Western blot	True	False	-0.0367292340283818	0.764834889074673	1.0
hsa-miR-31-5p	CDK1	2	23233736.0	Functional MTI	Luciferase reporter assay	True	False	0.0188537095063765	0.9219740021600296	1.0
hsa-miR-31-5p	FOXP3	2	19408243.0	Functional MTI	Luciferase reporter assay // qRT-PCR//Luciferase reporter assay//Western blot	True	False	-0.6169073551635771	0.0016651020178607	0.0504217816268368
hsa-miR-31-5p	FZD3	2	19524507.0	Functional MTI // Non-Functional MTI	Luciferase reporter assay//qRT-PCR//Western blot	True	False	-0.1226333417078073	0.4260832176378802	0.8745286444973699
hsa-miR-31-5p	LATS2	2	20237410.0 // 31623173.0	Functional MTI	Immunohistochemistry (IHC)//Luciferase reporter assay//Microarray//qRT-PCR//Western blotting // qRT-PCR//Luciferase reporter assay	True	False	-0.2220971535934557	0.2331820344254845	0.6677225880255759
hsa-miR-31-5p	MLH1	2	23539435.0	Functional MTI // Non-Functional MTI	Luciferase reporter assay	True	False	-0.066329739207481	0.2396821431383868	0.6785260920809598
hsa-miR-31-5p	MMP16	2	19524507.0	Functional MTI // Non-Functional MTI	Luciferase reporter assay//qRT-PCR//Western blot	True	False	-0.0188733344623257	0.4129832690270267	0.8745286444973699
hsa-miR-31-5p	MPRIP	2	19524507.0	Functional MTI // Non-Functional MTI	Luciferase reporter assay//qRT-PCR	True	False	-0.2819008226591746	0.0125236466566955	0.1203611559427326
hsa-miR-31-5p	RHOBTB1	2	23258531.0	Functional MTI	Luciferase reporter assay	True	False	-0.0253701467056765	0.8550705666798482	1.0
hsa-miR-31-5p	TBXA2R	2	24558106.0	Functional MTI // Non-Functional MTI	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	True	False	-0.0508373196695208	0.6639146269668363	1.0
hsa-miR-31-5p	TIAM1	2	20826792.0	Functional MTI // Non-Functional MTI	Luciferase reporter assay//Microarray//Northern blot//qRT-PCR	True	False	0.0349155979699747	0.7298834817717597	1.0
hsa-miR-31-5p	ACOX1	1	33246464.0	Functional MTI	Luciferase reporter assay//Western blotting//qRT-PCR	True	False	-0.1264087903200438	0.2941932747034677	0.7444476174341629
hsa-miR-31-5p	ARPC5	1	19524507.0	Non-Functional MTI	Luciferase reporter assay//qRT-PCR	True	False	-0.053170665864051	0.5766840456845918	1.0
hsa-miR-31-5p	CREG1	1	23518389.0	Functional MTI	Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot	True	False	0.2303618419378812	0.0346566682887645	0.2212636930933687
hsa-miR-31-5p	CXCL12	1	19524507.0	Non-Functional MTI	Luciferase reporter assay//qRT-PCR	True	False	0.0018186159917103	0.9626520652040408	1.0
hsa-miR-31-5p	DMD	1	21212803.0	Functional MTI	Luciferase reporter assay//qRT-PCR//Western blot	True	False	-0.1533439112204869	0.2866805022556793	0.7350298525169765
hsa-miR-31-5p	ETS1	1	19524507.0	Non-Functional MTI	Luciferase reporter assay//qRT-PCR	True	False	-0.5558536730024557	0.0360169467661745	0.2262911046996926
hsa-miR-31-5p	GAS5	1	35920180.0	Functional MTI	Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP)//Immunofluorescence	True	False	0.1010114232156942	0.2779637347486023	0.7262895322692744
hsa-miR-31-5p	HIF1A	1	32085620.0	Functional MTI	Immunofluorescence//In situ hybridization//Luciferase reporter assay//qRT-PCR	True	False	-0.0102628923560732	0.9624425078476164	1.0
hsa-miR-31-5p	HOXC13	1	19524507.0	Non-Functional MTI	Luciferase reporter assay//qRT-PCR	True	False	0.0	1.0	1.0
hsa-miR-31-5p	ICAM1	1	19949084.0	Non-Functional MTI	Luciferase reporter assay	True	False	0.8144474529852742	0.0267117140373203	0.1881200936885737
hsa-miR-31-5p	JAZF1	1	19524507.0	Non-Functional MTI	Luciferase reporter assay//qRT-PCR	True	False	-0.2710475008482577	0.045847688774712	0.2629420675579043
hsa-miR-31-5p	KLF13	1	19524507.0	Non-Functional MTI	Luciferase reporter assay//qRT-PCR	True	False	-0.0595584937258911	0.6000974440380737	1.0
hsa-miR-31-5p	MAP4K4	1	22948084.0	Functional MTI	Immunoblot//Immunohistochemistry//Luciferase reporter assay//qRT-PCR	True	False	-0.4271864666287184	0.0158204739914239	0.1376173396586954
hsa-miR-31-5p	MCM2	1	23233736.0	Functional MTI	Luciferase reporter assay	True	False	-0.4658774085284192	0.0021838142892571	0.0557524528623042
hsa-miR-31-5p	MMP3	1	31934214.0	Functional MTI	Luciferase reporter assay//Western blotting//qRT-PCR//ELISA	True	False	0.0	1.0	1.0
hsa-miR-31-5p	NAT8L	1	35920180.0	Functional MTI	Luciferase reporter assay//Western blotting//qRT-PCR//Immunoprecipitaion (IP)//Immunofluorescence	True	False	0.0155091723270259	0.6656617101309461	1.0
hsa-miR-31-5p	NFAT5	1	19524507.0	Non-Functional MTI	Luciferase reporter assay//qRT-PCR	True	False	-0.8026968408835634	0.0057576159111199	0.0824037390789764
hsa-miR-31-5p	NUMB	1	19524507.0	Non-Functional MTI	Luciferase reporter assay//qRT-PCR	True	False	-0.194859064597618	0.159614417439636	0.5660410387639891
hsa-miR-31-5p	PPP2R2A	1	20237410.0	Functional MTI	qRT-PCR//Luciferase reporter assay	True	False	-0.3006847689152114	0.0508001381292898	0.281051501425352
hsa-miR-31-5p	PRKCE	1	23364795.0	Functional MTI	Luciferase reporter assay	True	False	-0.3641432880502214	0.0161222905593037	0.1392200824654054
hsa-miR-31-5p	RAB27A	1	22948084.0	Functional MTI	Immunoblot//Immunohistochemistry//Luciferase reporter assay//qRT-PCR	True	False	-0.3988324460291753	0.008337143739923	0.0981052240047733
hsa-miR-31-5p	RET	1	19524507.0	Non-Functional MTI	Luciferase reporter assay//qRT-PCR	True	False	-0.0569384071935394	0.3275697724229548	0.7920413536714717
hsa-miR-31-5p	SELE	1	19949084.0	Functional MTI	Immunocytochemistry//Northern blot//qRT-PCR//Western blot	True	False	-0.0015540541566187	0.9612155868064208	1.0
hsa-miR-31-5p	SLC20A1	1	31934214.0	Functional MTI	Luciferase reporter assay//Western blotting//qRT-PCR//ELISA	True	False	-0.3321137858511488	0.0558022158388839	0.2988250149514562
hsa-miR-31-5p	SP7	1	23827457.0	Functional MTI	Luciferase reporter assay//Microarray//qRT-PCR	True	False	-0.0040611561492594	0.8394335780832212	1.0
hsa-miR-31-5p	SRC	1	22948084.0	Functional MTI	Immunoblot//Immunohistochemistry//Luciferase reporter assay//qRT-PCR	True	False	-0.2170748185818289	0.2814869555269229	0.7293252555499118
hsa-miR-31-5p	TNS1	1	35037949.0	Functional MTI	Luciferase reporter assay//Western blotting//qRT-PCR	True	False	-0.1968557618375321	0.1999140477863585	0.6079038002185188
hsa-miR-31-5p	YY1	1	19524507.0	Non-Functional MTI	Luciferase reporter assay//qRT-PCR	True	False	-0.3624816807497968	0.0086315756979106	0.0996678022225379
hsa-miR-369-5p	DNMT3A	2	21660946.0	Functional MTI (Weak) // Non-Functional MTI	Luciferase reporter assay // Reporter assay	True	False	-0.6150446169378062	0.0041112030665006	0.0716628206774605
hsa-miR-369-5p	DNMT3B	2	21660946.0	Functional MTI // Non-Functional MTI	Luciferase reporter assay // Reporter assay;Western blot;qRT-PCR	True	False	-0.1616385613175512	0.1119966139303485	0.4541371982485845
hsa-miR-369-5p	FABP4	2	21660946.0	Functional MTI // Functional MTI (Weak)	Luciferase reporter assay // Reporter assay	True	False	-0.1080901071237783	0.0634090284598526	0.3189773020587211
hsa-miR-491-5p	MMP9	9	21831363.0 // 23725476.0 // 27023472.0 // 34664683.0	Functional MTI // Non-Functional MTI	Immunohistochemistry//Microarray//qRT-PCR//Western blot // Luciferase reporter assay // Luciferase reporter assay//Microarray//Western blot // Luciferase reporter assay//Western blotting//qRT-PCR//ELISA	True	False	0.7666992170864533	0.0704954645899998	0.3407354567129521
hsa-miR-491-5p	GIT1	4	24335959.0	Functional MTI // Non-Functional MTI	Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	True	True	-0.576689660529388	0.0004379759130057664	0.03507110633429
hsa-miR-491-5p	NOTCH3	4	27035429.0	Functional MTI	Luciferase reporter assay	True	False	-0.1854675523145902	0.2035903885804017	0.6130690139337727
hsa-miR-491-5p	BCL2L1	3	20039318.0 // 23519249.0 // 24747968.0	Functional MTI	Flow cytometry//GFP reporter//QRTPCR//Western blot // Luciferase reporter assay // Luciferase reporter assay//Western blot	True	False	-0.1029851178940074	0.5026610386021304	0.9382498161576838
hsa-miR-491-5p	IGF2BP1	2	27158341.0	Functional MTI // Non-Functional MTI	Luciferase reporter assay	True	False	0.1349025162611717	0.2053226160135489	0.6161179303582827
hsa-miR-491-5p	SMAD3	2	25196641.0	Functional MTI	Luciferase reporter assay//qRT-PCR//Western blot	True	False	-0.5576281301045309	0.0068177621748529	0.0890401186008683
hsa-miR-491-5p	CHD4	1	20065103.0	Non-Functional MTI	Luciferase reporter assay	True	False	-0.0880280460533235	0.2543790099841533	0.7039434961713191
hsa-miR-491-5p	E2F2	1	33342041.0	Functional MTI	Luciferase reporter assay//Western blotting	True	False	-0.2731670996964409	0.0230541482834977	0.1721610371991735
hsa-miR-491-5p	FOXP4	1	33936279.0	Functional MTI	Luciferase reporter assay//qRT-PCR//Western blotting	True	False	-0.4153598399094568	0.0252230370962849	0.181510363248222
hsa-miR-491-5p	LBX2-AS1	1	33342041.0	Functional MTI	Luciferase reporter assay//Western blotting	True	False	-0.2181162982573875	0.0462202815871424	0.2643193516403866
hsa-miR-491-5p	MMP2	1	23725476.0	Functional MTI	Immunohistochemistry//Microarray//qRT-PCR//Western blot	True	False	0.0378288994873024	0.4999496655583356	0.9350893569968752
hsa-miR-491-5p	TAF10	1	20065103.0	Non-Functional MTI	Luciferase reporter assay	True	False	0.1445910737513348	0.072754996321635	0.3475915248268789
hsa-miR-491-5p	TCF7	1	36988257.0	Functional MTI	Luciferase reporter assay//Western blotting//qRT-PCR	True	False	-0.6557000992712315	0.0112548387551829	0.1138200789730095
hsa-miR-491-5p	TP53	1	23519249.0	Functional MTI	Flow cytometry//GFP reporter//QRTPCR//Western blot	True	True	-0.4088659956575483	0.0005520663526550209	0.0367331933527422
hsa-miR-548p	APOB	4	28336556.0	Functional MTI // Non-Functional MTI	Immunoprecipitaion//Luciferase reporter assay//qRT-PCR//Western blot	True	False	0.0021666715603586	0.7949176085063123	1.0
hsa-miR-548p	LAMTOR5	2	26583881.0	Functional MTI // Non-Functional MTI	Luciferase reporter assay//qRT-PCR//Western blot	True	False	0.1206890781634308	0.1699451256019878	0.5858411769758276
hsa-miR-550a-3-5p	CCL2	1	32493454.0	Functional MTI	Immunohistochemistry (IHC)//Microarray//qRT-PCR//Western blotting	True	False	0.2762857705798235	0.3262344454931808	0.790392526929208
hsa-miR-556-5p	PPP2R2A	2	26297546.0	Functional MTI // Non-Functional MTI	Luciferase reporter assay//Western blot	True	False	-0.3006847689152114	0.0508001381292898	0.281051501425352
hsa-miR-99b-3p	GSK3B	2	26315788.0 // 32814818.0	Functional MTI	Luciferase reporter assay//Western blotting//qRT-PCR // Luciferase reporter assay//qRT-PCR//Western blot	True	False	-0.1964595396777585	0.3637009396274558	0.8449717585504425
